Record_ID,Tenure,Late_Payments,Revenue
R004800,13,0,13847.62
R004801,21,3,12875.1
R004802,10,1,4645.32
R004803,16,0,13517.06
R004804,39,4,1802.86
R004805,18,0,14909.77
R004806,30,2,1926.15
R004807,19,0,10636.18
R004808,55,2,5316.6
R004809,49,1,9925.68
R004810,52,5,9362.93
R004811,2,1,13724.79
R004812,35,0,10075.99
R004813,58,1,11153.06
R004814,50,2,7628.13
R004815,33,0,10011.54
R004816,26,1,13211.19
R004817,39,3,13790.01
R004818,41,0,10545.11
R004819,25,5,12594.15
R004820,2,3,7147.85
R004821,18,0,3346.12
R004822,41,1,1319.67
R004823,56,0,11356.04
R004824,8,1,12087.28
R004825,27,3,6254.28
R004826,6,0,7701.31
R004827,51,3,2143.34
R004828,17,3,13919.79
R004829,50,2,13784.33
R004830,7,1,5351.88
R004831,58,5,6419.13
R004832,30,3,7226.59
R004833,60,0,4229.39
R004834,19,6,1724.69
R004835,11,0,1321.52
R004836,48,0,5261.53
R004837,9,0,11799.52
R004838,56,2,11740.94
R004839,55,6,12514.02
R004840,29,0,12376.31
R004841,55,0,13439.77
R004842,55,0,3296.04
R004843,10,0,9730.19
R004844,49,0,2293.54
R004845,14,0,6908.19
R004846,59,2,6369.69
R004847,26,0,14295.92
R004848,34,1,14417.27
R004849,28,2,14104.32
R004850,60,1,13434.29
R004851,55,0,7605.14
R004852,59,0,1366.38
R004853,18,0,6657.44
R004854,56,1,5806.62
R004855,50,0,2610.66
R004856,53,8,11140.22
R004857,17,0,12521.76
R004858,11,0,13702.46
R004859,57,0,7492.02
R004860,49,3,1397.25
R004861,16,1,5774.67
R004862,21,5,5141.73
R004863,21,1,12348.01
R004864,60,0,10126.13
R004865,16,0,6406.41
R004866,47,1,7568.23
R004867,14,0,6565.06
R004868,60,2,6373.16
R004869,59,2,6719.04
R004870,30,7,2599.65
R004871,2,4,11067.8
R004872,8,0,8693.18
R004873,38,0,10015.75
R004874,54,0,13231.01
R004875,54,1,12295.23
R004876,24,0,5102.74
R004877,14,3,12919.11
R004878,52,0,2752.32
R004879,50,0,14017.75
R004880,57,0,3994.56
R004881,42,0,10919.5
R004882,23,4,5341.11
R004883,44,1,10811.36
R004884,58,0,3404.73
R004885,33,0,13837.81
R004886,57,0,6860.36
R004887,14,2,11618.44
R004888,22,1,3999.66
R004889,42,0,10025.34
R004890,31,3,1862.32
R004891,3,0,293.44
R004892,5,1,13932.75
R004893,3,0,9507.93
R004894,49,1,11387.96
R004895,49,0,10679.77
R004896,16,1,14638.11
R004897,24,2,10033.04
R004898,39,3,5744.36
R004899,17,0,12665.3
R004900,38,0,2569.23
R004901,53,0,1912.79
R004902,1,1,5847.51
R004903,20,0,14692.99
R004904,25,0,6116.24
R004905,31,4,2196.04
R004906,7,1,605.85
R004907,29,2,2162.11
R004908,43,0,7063.72
R004909,21,5,12713.22
R004910,50,1,3131.43
R004911,8,2,2315.57
R004912,2,2,4136.2
R004913,34,2,7645.73
R004914,59,0,1693.79
R004915,57,0,2195.22
R004916,28,2,10611.68
R004917,3,0,9824.05
R004918,7,1,3822.19
R004919,11,5,13897.12
R004920,41,1,14443.84
R004921,46,4,10824.56
R004922,9,0,6190.84
R004923,54,4,10031.35
R004924,40,7,327.18
R004925,56,0,1956.93
R004926,8,3,4680.61
R004927,34,2,3922.21
R004928,11,1,1034.77
R004929,23,3,8619.04
R004930,30,0,4117.33
R004931,35,0,3524.32
R004932,11,3,13129.47
R004933,1,4,9798.33
R004934,12,0,606.93
R004935,43,6,12022.94
R004936,18,7,4255.11
R004937,4,0,1413.26
R004938,40,3,3591.73
R004939,12,0,11359.33
R004940,42,0,1761.72
R004941,42,2,1973.05
R004942,22,2,3958.96
R004943,7,0,2915.77
R004944,36,0,14774.5
R004945,16,3,9166.86
R004946,6,1,3294.06
R004947,27,0,4194.93
R004948,47,3,11330.46
R004949,6,2,12704.29
R004950,33,1,5653.67
R004951,38,1,13247.96
R004952,11,2,5809.17
R004953,33,2,4522.15
R004954,42,1,14680.65
R004955,19,0,1141.83
R004956,45,3,10830.29
R004957,53,3,1376.48
R004958,9,0,8173.26
R004959,2,3,10012.06
R004960,30,7,5692.65
R004961,27,1,12915.1
R004962,43,2,7239.08
R004963,23,0,14690.15
R004964,1,3,2006.32
R004965,3,2,3697.86
R004966,16,0,3344.06
R004967,50,0,9271.17
R004968,59,2,13507.16
R004969,36,1,14951.48
R004970,25,7,9506.22
R004971,27,2,12694.13
R004972,43,1,2230.42
R004973,19,0,13072.16
R004974,53,0,12970.51
R004975,25,1,3086.72
R004976,42,7,7008.07
R004977,45,1,5475.69
R004978,30,0,3879.82
R004979,9,1,8781.59
R004980,43,1,107.31
R004981,52,4,2947.9
R004982,7,0,7810.7
R004983,28,0,13109.15
R004984,28,2,12323.65
R004985,39,0,14260.43
R004986,26,1,10323.43
R004987,4,0,9964.14
R004988,28,1,9949.38
R004989,50,0,7285.35
R004990,25,1,13351.06
R004991,7,1,13615.37
R004992,52,1,7778.22
R004993,54,0,3468.96
R004994,22,1,9239.33
R004995,3,2,1764.23
R004996,33,1,11537.09
R004997,30,1,4140.84
R004998,55,1,7633.65
R004999,36,0,13864.98
R005000,22,0,11776.01
R005001,32,4,6006.98
R005002,24,0,843.47
R005003,31,0,264.73
R005004,50,0,14128.71
R005005,15,2,12258.1
R005006,15,7,1628.03
R005007,56,0,5231.53
R005008,54,2,11705.52
R005009,32,1,11494.51
R005010,15,0,1660.39
R005011,27,0,708.74
R005012,29,0,12691.95
R005013,5,2,7790.74
R005014,37,2,3847.51
R005015,50,3,9724.71
R005016,14,2,289.68
R005017,33,2,248.73
R005018,26,3,7935.78
R005019,19,0,839.48
R005020,24,0,4742.94
R005021,30,2,12889.54
R005022,44,2,3566.67
R005023,23,4,8448.27
R005024,53,0,4442.67
R005025,10,0,14191.15
R005026,26,1,9199.48
R005027,30,0,5819.74
R005028,57,0,9321.33
R005029,32,3,1920.52
R005030,1,0,10041.86
R005031,8,3,12207.8
R005032,22,0,5501.54
R005033,17,4,3925.0
R005034,17,0,4971.53
R005035,28,0,5007.36
R005036,51,1,1026.27
R005037,12,0,7690.52
R005038,10,0,2501.82
R005039,52,2,12577.8
R005040,16,0,3894.51
R005041,28,1,9632.83
R005042,41,2,9411.41
R005043,27,0,13995.42
R005044,22,0,14758.13
R005045,25,2,8477.51
R005046,35,3,4927.17
R005047,1,1,3700.84
R005048,27,0,10617.15
R005049,51,0,5248.93
R005050,14,1,13486.58
R005051,54,1,12973.49
R005052,46,0,13476.35
R005053,31,0,7086.47
R005054,55,0,13364.45
R005055,9,4,9442.64
R005056,15,0,3349.04
R005057,7,4,10582.17
R005058,10,1,6549.18
R005059,17,6,13163.17
R005060,16,0,8015.45
R005061,44,0,13411.4
R005062,35,0,14788.77
R005063,4,5,1569.33
R005064,19,0,11655.96
R005065,7,6,4610.33
R005066,32,3,14452.79
R005067,22,3,2363.2
R005068,8,0,8157.68
R005069,35,0,13420.73
R005070,40,1,6814.85
R005071,59,3,4858.06
R005072,31,0,10239.5
R005073,1,1,4084.45
R005074,4,3,9261.88
R005075,7,0,13070.53
R005076,2,4,12692.15
R005077,23,3,5828.56
R005078,39,1,13789.06
R005079,53,0,1951.33
R005080,14,1,13366.2
R005081,35,1,2297.38
R005082,35,3,8788.39
R005083,16,4,3124.84
R005084,51,2,10088.15
R005085,55,0,12660.4
R005086,4,0,3698.83
R005087,9,2,10051.54
R005088,45,1,4926.81
R005089,7,1,1257.45
R005090,15,0,12127.15
R005091,3,2,1761.46
R005092,1,0,10743.19
R005093,38,3,11017.24
R005094,46,6,11004.98
R005095,16,0,4291.95
R005096,39,0,3156.35
R005097,17,1,6094.77
R005098,44,3,5680.87
R005099,49,1,5476.22
R005100,32,1,11152.67
R005101,44,0,14022.28
R005102,54,5,9782.66
R005103,59,0,8673.7
R005104,19,5,13307.36
R005105,14,1,7917.97
R005106,16,0,5549.19
R005107,11,1,8130.3
R005108,24,2,1622.21
R005109,40,0,3019.86
R005110,58,0,12261.56
R005111,42,2,9468.08
R005112,23,0,3354.76
R005113,60,0,8500.59
R005114,17,5,5192.19
R005115,50,1,2153.63
R005116,50,0,4727.27
R005117,50,0,6985.21
R005118,29,1,12641.77
R005119,46,0,11799.42
R005120,48,0,2818.19
R005121,5,5,7034.41
R005122,33,3,4541.97
R005123,18,7,6107.95
R005124,27,8,12155.64
R005125,51,0,1053.73
R005126,59,1,8384.14
R005127,36,0,7364.86
R005128,1,1,1244.32
R005129,40,0,5426.3
R005130,5,0,2491.12
R005131,18,2,9774.98
R005132,54,4,6105.36
R005133,15,4,10937.47
R005134,5,0,8151.84
R005135,49,2,14824.2
R005136,37,0,7351.36
R005137,59,3,13707.5
R005138,3,0,9145.89
R005139,7,6,4510.65
R005140,47,0,1527.41
R005141,8,7,638.71
R005142,57,1,5017.77
R005143,17,0,2762.1
R005144,42,2,8624.42
R005145,28,0,2992.79
R005146,36,2,7455.23
R005147,32,0,1841.77
R005148,53,1,12336.46
R005149,31,4,8469.66
R005150,40,1,6226.66
R005151,26,2,14890.53
R005152,37,4,8552.74
R005153,37,3,14287.85
R005154,53,2,7157.59
R005155,20,0,5784.46
R005156,36,1,10090.43
R005157,39,1,6676.08
R005158,56,3,1134.99
R005159,43,0,14568.71
R005160,53,3,3970.44
R005161,4,0,3122.93
R005162,49,3,9698.69
R005163,20,0,7318.9
R005164,58,1,7068.44
R005165,38,0,11456.54
R005166,14,7,9068.92
R005167,18,0,8694.33
R005168,36,1,4032.23
R005169,41,1,14159.54
R005170,4,0,9918.6
R005171,12,3,9223.61
R005172,14,0,12703.59
R005173,52,2,12902.3
R005174,32,0,13192.49
R005175,16,4,6264.73
R005176,42,3,7185.58
R005177,26,5,9795.6
R005178,40,2,12087.61
R005179,51,0,4180.38
R005180,29,0,4734.83
R005181,36,4,10327.7
R005182,42,0,4422.13
R005183,54,1,5755.95
R005184,15,3,6494.85
R005185,53,1,6245.74
R005186,40,0,7486.22
R005187,5,1,1604.82
R005188,33,0,9710.68
R005189,50,0,13207.54
R005190,2,1,8921.65
R005191,15,1,12433.32
R005192,18,3,3451.04
R005193,14,3,2581.09
R005194,1,6,12062.98
R005195,45,1,2124.47
R005196,30,7,10915.57
R005197,30,2,1912.38
R005198,5,1,14966.65
R005199,42,1,13933.18
R005200,21,3,4113.67
R005201,45,1,6803.05
R005202,60,0,3635.96
R005203,4,1,316.39
R005204,51,0,8059.33
R005205,59,2,5570.76
R005206,33,2,3894.74
R005207,60,2,7918.7
R005208,17,2,5688.08
R005209,46,0,9150.87
R005210,43,0,6212.75
R005211,51,0,3793.6
R005212,26,0,14819.59
R005213,22,1,1821.23
R005214,42,7,10268.06
R005215,47,0,918.51
R005216,11,1,3969.05
R005217,50,0,5658.01
R005218,60,2,1657.5
R005219,50,0,1572.58
R005220,25,1,7530.91
R005221,38,1,3882.88
R005222,41,4,11633.71
R005223,38,0,14902.1
R005224,51,1,14240.38
R005225,56,0,7873.08
R005226,51,0,2661.12
R005227,42,1,13656.91
R005228,59,0,3872.53
R005229,42,3,1534.82
R005230,21,0,9782.49
R005231,33,3,8541.34
R005232,2,0,3954.69
R005233,11,1,12991.69
R005234,22,3,12302.17
R005235,26,0,14905.78
R005236,18,0,7369.31
R005237,54,0,4987.17
R005238,38,1,2839.18
R005239,60,0,7067.07
R005240,24,1,9799.28
R005241,28,1,4321.9
R005242,30,2,5712.94
R005243,49,6,13852.58
R005244,32,1,1221.76
R005245,27,0,6467.75
R005246,20,3,14227.46
R005247,4,1,4400.38
R005248,56,0,3920.63
R005249,20,0,1735.17
R005250,35,0,1520.68
R005251,6,0,837.16
R005252,3,2,12777.02
R005253,38,3,1062.5
R005254,8,0,10018.85
R005255,11,1,10382.18
R005256,1,1,11409.14
R005257,60,2,4368.03
R005258,5,1,10731.7
R005259,19,7,14308.13
R005260,10,4,8031.54
R005261,2,1,4865.78
R005262,1,0,6927.79
R005263,5,1,5391.7
R005264,57,0,9865.87
R005265,27,2,5537.1
R005266,3,2,4774.53
R005267,15,0,10742.45
R005268,23,0,6977.12
R005269,23,0,13560.54
R005270,57,6,512.93
R005271,14,7,10337.34
R005272,39,0,8863.37
R005273,46,7,9251.24
R005274,18,1,11656.08
R005275,2,0,3749.94
R005276,28,0,11827.36
R005277,35,1,908.67
R005278,58,0,11270.39
R005279,22,0,11809.51
R005280,4,3,13389.4
R005281,60,3,8425.35
R005282,31,0,13921.89
R005283,26,6,13127.07
R005284,46,1,4081.79
R005285,50,0,11809.8
R005286,38,7,4441.0
R005287,9,2,14651.9
R005288,3,1,8957.53
R005289,53,0,7751.4
R005290,53,2,6523.52
R005291,48,2,11529.33
R005292,39,1,10750.34
R005293,17,0,14193.74
R005294,51,2,2419.4
R005295,58,0,5369.85
R005296,40,1,9940.31
R005297,6,0,10018.51
R005298,53,2,4277.24
R005299,44,0,1554.39
R005300,53,0,3936.68
R005301,41,0,4747.0
R005302,60,0,467.25
R005303,19,1,989.29
R005304,35,5,1771.68
R005305,49,1,4757.18
R005306,53,1,1287.42
R005307,37,1,14122.75
R005308,16,0,4805.74
R005309,26,3,6402.86
R005310,54,1,7702.69
R005311,9,1,9792.91
R005312,19,7,14706.42
R005313,30,0,10776.66
R005314,57,5,13613.94
R005315,28,4,11244.64
R005316,35,3,7259.24
R005317,46,0,14271.94
R005318,60,1,5608.34
R005319,43,1,4436.71
R005320,44,1,13894.7
R005321,53,1,11209.01
R005322,20,0,2737.01
R005323,37,1,4997.93
R005324,41,0,4341.2
R005325,41,0,11764.35
R005326,51,0,10492.74
R005327,39,1,11310.09
R005328,10,0,9793.3
R005329,5,0,12057.39
R005330,55,0,8001.67
R005331,16,5,506.96
R005332,48,5,3217.45
R005333,43,5,14380.94
R005334,1,7,722.39
R005335,53,2,7671.24
R005336,20,0,6335.41
R005337,20,4,7446.73
R005338,47,3,9393.53
R005339,14,5,11566.83
R005340,52,0,12255.39
R005341,60,3,7789.24
R005342,39,1,11303.18
R005343,24,0,297.56
R005344,28,3,9619.84
R005345,19,0,11639.23
R005346,6,8,11973.3
R005347,24,5,6535.78
R005348,46,5,9692.08
R005349,8,1,7603.19
R005350,17,0,878.2
R005351,5,3,8479.99
R005352,31,3,1852.35
R005353,44,1,7404.12
R005354,32,0,14173.44
R005355,15,0,9626.06
R005356,50,0,9762.35
R005357,54,8,2036.45
R005358,60,0,9746.37
R005359,22,7,6271.71
R005360,6,3,6108.55
R005361,51,2,2216.42
R005362,42,7,8780.57
R005363,21,0,7519.22
R005364,7,2,10806.39
R005365,11,0,2060.62
R005366,55,3,12432.24
R005367,16,2,3682.45
R005368,40,2,10171.09
R005369,59,0,6685.92
R005370,26,0,8043.91
R005371,55,0,14760.14
R005372,3,3,14980.72
R005373,10,1,9717.76
R005374,5,1,7613.22
R005375,29,5,13835.59
R005376,2,0,2046.7
R005377,36,0,12043.02
R005378,49,7,660.68
R005379,4,5,6119.43
R005380,54,2,13556.81
R005381,12,6,6467.94
R005382,26,1,1158.15
R005383,15,0,13181.0
R005384,28,0,10452.91
R005385,12,2,2429.88
R005386,3,0,8887.25
R005387,36,1,5724.73
R005388,50,0,5704.6
R005389,48,2,4447.9
R005390,37,2,11894.25
R005391,52,1,13458.9
R005392,30,1,13119.16
R005393,30,1,14770.76
R005394,49,2,14162.87
R005395,22,2,10761.17
R005396,4,7,3792.43
R005397,4,3,12138.23
R005398,39,3,9890.71
R005399,18,3,3143.5
R005400,59,3,1198.32
R005401,41,3,929.84
R005402,33,0,8968.11
R005403,60,1,9192.66
R005404,6,1,559.75
R005405,45,6,11800.77
R005406,1,3,6749.56
R005407,57,0,5544.13
R005408,41,2,10412.53
R005409,59,2,823.02
R005410,22,1,11458.22
R005411,58,1,1423.75
R005412,14,6,8427.15
R005413,13,0,4467.51
R005414,57,1,5361.32
R005415,28,6,11411.59
R005416,18,0,1586.52
R005417,33,3,13086.37
R005418,50,0,5333.38
R005419,19,4,193.42
R005420,46,5,3659.0
R005421,12,0,11964.2
R005422,25,2,14575.32
R005423,26,3,5387.22
R005424,28,1,12816.48
R005425,11,0,8799.57
R005426,32,1,3522.84
R005427,29,0,4423.35
R005428,16,0,13852.61
R005429,26,0,10403.2
R005430,27,5,9831.48
R005431,60,0,5656.24
R005432,41,1,8350.71
R005433,3,0,12870.39
R005434,26,2,6998.26
R005435,43,2,1497.84
R005436,25,1,3268.1
R005437,34,0,6597.14
R005438,19,2,5231.29
R005439,3,1,12501.03
R005440,17,0,4629.18
R005441,3,2,11198.0
R005442,19,0,10193.74
R005443,42,3,13630.3
R005444,35,1,6323.11
R005445,20,1,2361.28
R005446,11,0,9431.62
R005447,59,2,10100.57
R005448,20,6,14263.17
R005449,26,0,5622.97
R005450,56,3,1355.26
R005451,31,2,3099.41
R005452,34,1,10927.54
R005453,9,1,6704.77
R005454,10,0,6977.06
R005455,34,0,5934.47
R005456,51,2,8182.82
R005457,4,0,1123.79
R005458,60,1,3377.83
R005459,50,0,11770.66
R005460,44,1,2877.51
R005461,9,2,11914.48
R005462,50,0,1474.66
R005463,52,2,10694.03
R005464,5,0,527.24
R005465,59,3,4999.87
R005466,30,2,1505.27
R005467,41,1,14695.06
R005468,23,0,10434.61
R005469,49,1,6111.8
R005470,3,1,5604.27
R005471,59,4,3764.1
R005472,1,3,11522.46
R005473,39,0,2748.0
R005474,18,2,11055.58
R005475,5,0,11005.92
R005476,26,4,2916.78
R005477,6,3,12016.55
R005478,23,3,1439.79
R005479,12,2,4278.67
R005480,6,1,3274.01
R005481,32,2,6891.92
R005482,25,1,3176.6
R005483,23,2,5227.14
R005484,56,5,12830.31
R005485,10,0,4509.95
R005486,54,8,8473.2
R005487,40,1,5727.52
R005488,30,1,7361.9
R005489,26,0,12529.32
R005490,47,1,11986.27
R005491,58,2,1330.02
R005492,56,4,6544.93
R005493,7,0,9488.58
R005494,39,0,8418.95
R005495,21,6,9958.32
R005496,18,5,1464.72
R005497,8,2,12752.41
R005498,13,1,4699.07
R005499,1,0,665.36
R005500,21,5,7205.25
R005501,21,0,12542.0
R005502,43,1,7445.82
R005503,18,0,5755.97
R005504,2,5,10953.37
R005505,46,0,1136.6
R005506,28,0,11291.09
R005507,37,3,14140.16
R005508,53,0,10010.27
R005509,28,0,13193.03
R005510,52,1,13312.69
R005511,16,0,1122.41
R005512,50,5,2103.48
R005513,43,2,6122.13
R005514,19,8,13828.63
R005515,26,0,7589.11
R005516,26,0,9056.66
R005517,12,0,8210.05
R005518,34,0,8385.47
R005519,43,1,8326.03
R005520,51,6,313.16
R005521,16,4,10979.0
R005522,30,4,13036.75
R005523,15,3,7954.27
R005524,15,3,7824.45
R005525,51,1,5343.76
R005526,7,0,1493.58
R005527,32,3,7481.19
R005528,10,2,1801.48
R005529,51,0,2478.08
R005530,5,3,11512.07
R005531,9,4,11954.81
R005532,6,0,7065.46
R005533,1,2,4403.84
R005534,34,1,10692.72
R005535,16,1,6939.58
R005536,1,0,12019.08
R005537,40,1,6739.76
R005538,8,1,9571.31
R005539,11,1,8729.96
R005540,27,2,11387.04
R005541,33,0,11852.75
R005542,47,0,10860.67
R005543,11,2,8787.99
R005544,10,1,994.04
R005545,7,0,10045.97
R005546,6,2,6903.13
R005547,59,1,8912.67
R005548,50,3,4390.64
R005549,21,0,10651.23
R005550,5,2,10594.91
R005551,3,2,10572.54
R005552,52,0,7775.49
R005553,41,6,5126.15
R005554,26,0,1201.86
R005555,50,0,2688.34
R005556,14,0,9713.44
R005557,22,0,6942.61
R005558,21,7,8382.64
R005559,50,1,1124.49
R005560,3,4,4641.57
R005561,36,0,4016.97
R005562,24,1,3913.83
R005563,20,0,163.51
R005564,16,1,7174.2
R005565,51,7,9191.58
R005566,13,2,8858.14
R005567,41,0,6003.78
R005568,20,3,9179.11
R005569,23,2,3380.8
R005570,54,2,8218.67
R005571,30,2,13036.34
R005572,42,0,774.15
R005573,49,0,530.82
R005574,37,1,13089.63
R005575,35,0,3134.38
R005576,57,3,14627.14
R005577,5,6,14024.88
R005578,14,0,1296.08
R005579,23,4,2966.37
R005580,35,1,12412.75
R005581,18,0,11834.55
R005582,47,2,6693.27
R005583,49,2,8755.15
R005584,26,2,6015.75
R005585,2,1,4128.42
R005586,54,3,10958.84
R005587,54,0,8252.97
R005588,17,3,4551.47
R005589,53,2,4855.79
R005590,23,2,12582.82
R005591,31,0,4075.83
R005592,27,2,10083.08
R005593,33,1,173.03
R005594,30,1,7123.25
R005595,12,0,5976.13
R005596,22,4,7501.55
R005597,51,1,8422.04
R005598,27,0,11731.59
R005599,21,7,9570.45
R005600,52,2,11663.14
R005601,57,0,12196.8
R005602,30,2,11642.65
R005603,51,0,4493.59
R005604,41,0,3506.24
R005605,7,3,7965.86
R005606,33,2,5455.59
R005607,40,1,8876.24
R005608,38,1,12416.54
R005609,44,2,12068.44
R005610,36,0,5035.9
R005611,5,0,12122.92
R005612,42,0,5391.48
R005613,14,0,1897.76
R005614,9,6,2246.32
R005615,5,1,6148.52
R005616,2,0,1595.88
R005617,55,6,12110.65
R005618,23,0,11694.49
R005619,45,0,8113.7
R005620,34,2,1684.1
R005621,16,1,10772.68
R005622,5,2,7061.38
R005623,37,3,6433.0
R005624,23,0,4180.04
R005625,26,0,2747.75
R005626,49,7,4082.24
R005627,49,0,9472.72
R005628,18,2,2083.44
R005629,7,3,7467.66
R005630,42,5,2064.85
R005631,8,7,12909.03
R005632,44,1,6954.79
R005633,32,0,12857.97
R005634,42,4,12338.84
R005635,34,3,11267.2
R005636,51,1,6286.41
R005637,11,1,730.54
R005638,51,1,786.51
R005639,16,0,8799.36
R005640,2,1,8908.94
R005641,53,0,6913.54
R005642,32,2,805.25
R005643,28,1,10624.91
R005644,29,0,6943.78
R005645,7,2,3988.56
R005646,40,4,6517.54
R005647,46,3,9713.8
R005648,14,2,12527.43
R005649,30,0,3435.37
R005650,45,0,14545.46
R005651,22,1,13655.57
R005652,26,3,4149.52
R005653,40,1,6544.36
R005654,53,0,7006.81
R005655,15,2,7687.73
R005656,21,0,11959.92
R005657,46,0,11450.26
R005658,13,0,13914.12
R005659,29,0,1952.52
R005660,31,0,5678.69
R005661,11,1,7997.97
R005662,46,3,262.26
R005663,34,0,2112.03
R005664,13,1,2600.14
R005665,23,4,6475.7
R005666,23,1,4466.21
R005667,9,2,6046.46
R005668,10,2,5615.94
R005669,12,0,10153.71
R005670,55,2,1104.28
R005671,45,6,2082.82
R005672,11,1,14436.37
R005673,36,3,924.26
R005674,46,0,12023.92
R005675,30,0,14327.81
R005676,25,1,1110.85
R005677,50,3,1477.95
R005678,55,0,4624.3
R005679,21,2,8824.03
R005680,32,3,13405.82
R005681,8,4,1309.52
R005682,3,1,14878.9
R005683,58,0,7117.13
R005684,12,6,6151.83
R005685,28,3,5841.02
R005686,8,0,574.55
R005687,38,0,10206.49
R005688,50,0,12567.31
R005689,54,0,13537.53
R005690,59,1,3940.64
R005691,10,2,9330.0
R005692,6,0,3465.82
R005693,9,0,3701.02
R005694,51,1,13208.61
R005695,51,6,2437.27
R005696,30,4,14643.17
R005697,23,1,1266.1
R005698,32,2,13878.68
R005699,8,0,8814.8
R005700,35,1,2363.08
R005701,38,0,12602.42
R005702,4,3,14896.14
R005703,20,2,7434.86
R005704,12,0,12985.72
R005705,46,0,9214.83
R005706,54,2,11628.25
R005707,27,0,1023.97
R005708,29,3,1524.14
R005709,60,3,4257.16
R005710,58,2,7453.88
R005711,2,1,4076.47
R005712,43,4,14092.94
R005713,30,0,3710.75
R005714,16,0,2019.8
R005715,10,2,12811.35
R005716,50,1,13327.09
R005717,43,0,12551.5
R005718,57,0,2493.36
R005719,23,0,2836.4
R005720,54,1,11687.22
R005721,23,4,13510.33
R005722,21,0,3431.35
R005723,32,3,2288.68
R005724,22,1,9654.26
R005725,44,0,10798.09
R005726,37,2,6373.77
R005727,52,0,13144.89
R005728,42,1,428.16
R005729,26,0,773.07
R005730,51,2,1944.07
R005731,29,6,6434.8
R005732,21,0,8130.47
R005733,39,3,8679.57
R005734,25,0,14100.0
R005735,44,1,14472.82
R005736,7,0,1234.27
R005737,11,0,14162.44
R005738,15,2,1813.32
R005739,30,2,14718.4
R005740,22,0,6228.04
R005741,27,0,2864.77
R005742,58,0,10466.25
R005743,1,1,990.28
R005744,18,0,4796.92
R005745,44,3,11696.18
R005746,40,2,2091.43
R005747,36,3,6710.53
R005748,25,0,12459.02
R005749,44,3,859.48
R005750,2,1,3179.91
R005751,10,2,1667.1
R005752,11,0,6521.69
R005753,44,0,13841.27
R005754,56,3,588.75
R005755,33,0,2682.89
R005756,14,7,2044.96
R005757,8,5,10081.92
R005758,39,3,4410.37
R005759,35,2,12276.75
R005760,23,1,1520.91
R005761,14,4,286.58
R005762,39,3,3957.17
R005763,28,6,6666.08
R005764,43,0,14798.93
R005765,49,1,3276.5
R005766,50,0,1321.54
R005767,37,7,1141.49
R005768,55,0,11766.75
R005769,15,0,9619.13
R005770,53,1,2144.37
R005771,37,0,13130.39
R005772,53,0,8300.16
R005773,7,2,12709.16
R005774,46,0,6724.26
R005775,21,0,13006.62
R005776,5,0,6327.16
R005777,7,4,5043.01
R005778,44,1,3559.81
R005779,55,1,6446.95
R005780,48,0,13433.92
R005781,37,0,7632.61
R005782,9,5,13289.05
R005783,57,0,10176.97
R005784,60,1,8501.43
R005785,44,2,7549.11
R005786,27,0,11413.05
R005787,57,0,3312.74
R005788,28,0,5432.5
R005789,8,0,4845.27
R005790,11,2,8964.0
R005791,54,0,9405.18
R005792,31,1,6877.9
R005793,15,3,9322.96
R005794,15,0,2057.44
R005795,40,1,3255.48
R005796,39,1,9857.32
R005797,37,0,8286.11
R005798,24,0,13607.81
R005799,11,1,14547.12
R005800,47,1,3102.13
R005801,32,0,13815.65
R005802,53,0,5092.76
R005803,21,0,10298.32
R005804,21,0,10357.53
R005805,32,2,12949.19
R005806,50,2,14549.98
R005807,18,0,10670.74
R005808,20,2,8943.51
R005809,1,6,11737.45
R005810,53,3,1033.97
R005811,41,3,2516.47
R005812,37,3,206.36
R005813,24,7,2253.76
R005814,60,0,2171.73
R005815,50,0,2469.7
R005816,42,2,1127.15
R005817,28,7,13953.03
R005818,49,0,14171.39
R005819,52,1,11683.55
R005820,39,0,4006.83
R005821,29,4,2148.87
R005822,17,2,8547.31
R005823,42,1,5390.26
R005824,32,0,13107.54
R005825,35,1,7627.58
R005826,38,0,12149.36
R005827,11,1,13071.31
R005828,53,0,2988.22
R005829,58,1,4665.91
R005830,38,0,2801.21
R005831,59,0,2418.05
R005832,36,0,185.73
R005833,30,1,2784.71
R005834,1,7,8536.14
R005835,50,2,7667.23
R005836,40,5,2313.71
R005837,25,2,4559.55
R005838,51,0,3291.36
R005839,53,6,9586.49
R005840,34,5,11373.3
R005841,56,0,7658.73
R005842,23,0,14294.93
R005843,22,0,13711.2
R005844,53,0,7491.97
R005845,46,3,13231.01
R005846,2,0,14909.87
R005847,34,8,7563.96
R005848,53,0,5472.08
R005849,49,1,7653.52
R005850,57,7,5134.26
R005851,37,1,6306.82
R005852,53,1,9112.87
R005853,11,0,12765.34
R005854,11,0,2236.77
R005855,34,1,14653.02
R005856,40,0,9534.66
R005857,60,3,1947.85
R005858,28,6,13413.27
R005859,42,3,10620.78
R005860,39,3,941.0
R005861,54,3,4572.03
R005862,32,6,3524.72
R005863,29,5,5226.69
R005864,5,3,8248.49
R005865,41,5,7304.52
R005866,56,1,5963.9
R005867,10,0,14166.5
R005868,15,0,5838.42
R005869,14,0,1371.84
R005870,46,0,12833.74
R005871,11,2,2032.53
R005872,19,0,12662.51
R005873,59,1,5461.37
R005874,20,0,9169.06
R005875,28,6,2919.08
R005876,53,4,2849.25
R005877,5,1,3498.95
R005878,22,0,4203.71
